crop_type,soil_moisture,temperature,rainfall,humidity,irrigate
Cotton,19.15,26.54,162.4,75.84,1
Rice,36.34,18.77,261.24,45.73,0
Wheat,29.89,37.48,160.05,83.09,1
Wheat,15.44,16.67,264.89,74.59,0
Soybean,36.48,38.75,188.82,75.12,1
Soybean,45.4,22.96,31.56,41.51,0
Rice,23.31,30.85,211.37,34.35,1
Rice,56.89,36.6,49.89,75.64,0
Rice,36.67,32.56,185.7,32.51,0
Wheat,22.27,36.69,142.59,87.91,0
Cotton,33.11,26.13,261.11,55.51,0
Wheat,31.93,22.18,270.77,87.25,1
Soybean,25.23,31.4,130.01,32.91,0
Cotton,28.2,23.12,51.79,40.93,1
Wheat,37.24,30.98,75.63,79.9,0
Wheat,28.25,15.49,86.36,77.75,0
Wheat,18.43,28.7,138.06,63.87,0
Cotton,32.59,32.98,10.11,46.83,0
Cotton,20.9,29.83,58.2,38.47,1
Rice,44.08,27.29,245.93,76.03,1
Maize,48.04,20.24,221.93,37.43,0
Soybean,56.26,17.62,211.98,48.16,0
Cotton,45.06,23.11,48.25,76.37,1
Wheat,25.5,25.85,223.93,42.71,0
Soybean,12.62,35.03,199.89,49.26,0
Soybean,50.54,23.31,260.31,32.75,1
Wheat,17.1,19.73,49.72,33.53,0
Maize,25.38,35.52,73.74,54.23,1
Soybean,35.56,27.18,1.84,64.06,1
Rice,33.07,24.55,124.37,59.1,1
Rice,27.65,32.8,171.08,46.68,0
Rice,53.47,24.47,51.67,62.22,0
Wheat,54.17,20.5,238.73,59.6,0
Cotton,53.43,38.26,115.78,54.23,0
Soybean,19.18,17.16,252.32,34.96,0
Maize,34.32,29.69,11.72,73.51,0
Soybean,59.01,15.66,64.18,40.36,0
Wheat,18.86,15.48,195.78,44.44,0
Wheat,24.66,15.19,53.08,35.0,1
Wheat,40.81,32.11,258.63,61.97,0
Cotton,28.25,16.12,74.76,70.61,1
Soybean,43.81,28.54,205.76,38.0,1
Rice,25.93,35.13,292.41,44.59,0
Wheat,29.42,25.31,139.87,71.74,0
Maize,41.11,30.78,84.7,48.88,1
Cotton,57.96,26.38,240.62,51.6,0
Maize,19.94,36.7,116.0,48.54,0
Rice,56.49,22.69,299.94,80.14,1
Rice,18.76,18.7,119.47,37.79,0
Wheat,13.28,15.51,79.49,65.2,1
Wheat,50.22,35.54,255.99,79.61,0
Wheat,10.34,18.03,45.31,33.23,1
Cotton,53.43,38.26,115.78,54.23,0
Soybean,31.15,35.08,257.8,59.45,0
Cotton,41.45,31.24,153.47,53.89,1
Rice,41.62,23.15,55.52,56.34,1
Rice,30.4,21.09,166.11,54.99,0
Wheat,38.03,21.83,146.15,88.6,0
Wheat,10.39,30.91,140.02,76.14,1
Wheat,15.63,39.56,73.05,52.19,0
Wheat,36.04,15.47,81.27,67.51,1
Maize,40.23,17.97,190.36,37.14,0
Wheat,21.98,29.48,0.85,70.66,1
Cotton,35.98,25.66,28.69,47.95,0
Maize,24.61,24.46,91.93,40.31,0
Maize,48.32,31.31,128.01,67.67,0
Rice,31.71,20.83,107.28,32.38,0
Cotton,17.12,25.19,120.37,47.82,0
Soybean,50.24,35.55,253.61,54.86,0
Maize,14.09,26.29,272.68,68.77,0
Wheat,23.42,38.57,298.64,50.83,1
Maize,19.71,16.95,285.37,55.12,1
Maize,27.22,32.3,126.55,60.99,0
Rice,25.42,24.14,192.72,37.57,1
Soybean,49.68,27.42,174.48,53.81,1
Cotton,12.88,34.15,293.64,80.65,0
Maize,24.51,17.35,167.38,89.48,1
Cotton,18.43,17.42,261.08,60.2,0
Wheat,39.08,24.42,255.72,38.26,1
Soybean,52.48,32.45,156.7,61.79,0
Cotton,17.34,30.36,252.25,35.59,0
Cotton,22.81,30.61,148.47,51.64,0
Maize,52.33,29.63,106.79,85.55,0
Wheat,56.79,33.68,47.79,35.83,1
Maize,44.48,32.29,16.41,64.7,1
Rice,39.7,38.08,51.29,59.47,0
Soybean,28.42,20.13,57.28,43.32,1
Maize,36.22,36.09,275.99,82.38,1
Soybean,45.36,28.73,104.99,50.96,0
Soybean,39.96,21.89,74.08,78.11,0
Cotton,47.3,22.26,150.12,57.4,0
Cotton,37.04,23.94,146.14,84.64,1
Soybean,33.33,35.32,139.63,70.65,1
Maize,30.4,31.44,189.48,32.95,0
Rice,57.4,15.15,101.2,35.09,0
Cotton,22.66,23.39,273.92,76.67,1
Wheat,54.81,18.96,120.94,38.47,0
Cotton,20.81,18.42,263.67,71.04,1
Wheat,41.04,24.95,50.79,58.4,1
Rice,28.28,22.18,248.23,36.88,1
Wheat,42.4,37.05,93.64,79.38,0
Soybean,36.77,19.19,39.82,54.51,1
Wheat,40.92,21.98,111.17,46.64,0
Wheat,18.43,28.7,138.06,63.87,0
Rice,37.69,17.23,145.13,78.88,0
Rice,34.04,39.03,259.86,64.31,1
Cotton,11.41,17.96,144.84,85.35,1
Wheat,25.92,28.36,283.96,37.52,1
Maize,43.61,25.66,205.5,71.43,1
Rice,25.12,18.75,221.97,47.2,0
Maize,45.57,22.37,149.7,75.37,1
Cotton,19.31,16.15,231.64,64.78,1
Maize,19.71,16.95,285.37,55.12,1
Wheat,28.25,15.49,86.36,77.75,0
Rice,12.69,34.35,183.21,33.88,1
Wheat,31.75,17.87,286.93,65.0,0
Soybean,12.34,37.92,2.99,86.58,1
Wheat,52.54,24.8,41.35,76.21,1
Maize,43.7,28.65,15.11,75.22,0
Cotton,52.51,32.46,143.01,32.84,1
Rice,26.29,36.19,225.71,43.97,0
Soybean,50.44,28.42,258.16,40.94,0
Maize,21.23,35.53,186.2,37.7,0
Rice,27.71,31.75,61.91,86.99,1
Soybean,30.42,22.19,180.86,68.86,0
Rice,33.28,18.9,205.84,89.99,1
Soybean,13.12,33.41,166.1,77.03,1
Wheat,12.35,30.88,177.47,32.77,1
Maize,31.21,18.03,110.1,82.89,0
Rice,11.98,26.16,33.53,30.88,0
Rice,34.89,34.51,78.49,56.52,0
Wheat,54.81,18.96,120.94,38.47,0
Wheat,22.86,17.19,236.5,31.27,0
Rice,49.54,36.11,139.62,44.36,1
Wheat,49.34,26.63,14.04,80.85,1
Wheat,12.35,30.88,177.47,32.77,1
Wheat,58.93,32.02,68.02,57.28,1
Rice,33.07,24.55,124.37,59.1,1
Soybean,34.78,18.6,108.02,88.48,0
Rice,12.26,38.98,272.71,33.85,0
Maize,17.75,16.13,104.54,85.71,1
Maize,20.64,34.92,225.2,86.63,0
Maize,33.78,34.24,28.78,49.07,0
Wheat,24.1,15.95,102.45,82.93,0
Soybean,35.56,27.18,1.84,64.06,1
Wheat,30.58,21.62,164.36,40.78,0
Maize,11.81,17.31,167.24,84.25,1
Rice,19.29,21.56,241.16,50.69,0
Soybean,38.23,28.87,251.18,89.91,0
Maize,54.31,26.21,99.95,45.71,1
Wheat,33.08,30.65,68.19,52.87,1
Rice,26.51,18.15,179.32,71.85,0
Cotton,25.79,26.78,77.98,49.93,1
Rice,33.51,34.21,162.8,50.93,1
Cotton,40.57,26.74,106.62,89.75,0
Wheat,37.9,31.68,197.26,55.77,0
Wheat,47.04,36.52,271.22,66.85,1
Maize,20.07,24.91,260.65,71.96,0
Soybean,42.09,29.2,26.39,47.35,0
Cotton,36.38,27.08,67.63,81.4,0
Soybean,32.2,28.13,201.1,38.9,1
Soybean,24.24,37.89,238.76,55.77,0
Rice,43.27,28.65,253.97,71.18,0
Wheat,41.54,20.61,275.6,76.71,0
Wheat,57.87,20.8,153.84,81.67,1
Soybean,20.25,38.89,120.93,54.38,1
Rice,59.79,19.37,189.12,43.24,1
Wheat,39.18,39.65,282.48,43.5,0
Maize,40.54,39.11,110.33,65.51,1
Wheat,48.78,31.14,68.74,87.39,0
Cotton,56.16,19.66,202.09,31.21,0
Maize,49.36,36.91,102.0,45.89,1
Maize,59.76,34.49,194.65,42.07,0
Maize,55.73,25.96,115.23,81.29,0
Wheat,23.42,38.57,298.64,50.83,1
Cotton,53.7,24.49,89.56,69.1,0
Maize,43.8,18.81,125.0,87.33,1
Maize,40.54,39.11,110.33,65.51,1
Rice,47.56,33.79,157.98,77.55,0
Maize,52.65,33.35,125.18,86.56,0
Rice,39.5,38.87,269.4,67.04,0
Wheat,55.24,19.44,113.67,63.78,0
Rice,22.42,16.09,180.29,69.04,1
Rice,49.84,20.23,198.76,88.26,0
Soybean,20.71,38.41,200.98,38.07,1
Wheat,24.66,15.19,53.08,35.0,1
Cotton,25.1,27.65,23.36,53.4,0
Maize,27.2,28.07,149.36,77.63,1
Maize,27.14,28.11,22.12,61.91,1
Soybean,50.81,20.76,28.49,67.74,0
Cotton,52.15,27.03,179.37,61.64,0
Wheat,37.9,31.68,197.26,55.77,0
Soybean,51.4,36.29,12.54,68.59,0
Soybean,34.97,22.69,112.73,71.31,0
Wheat,13.84,32.32,39.71,38.73,1
Maize,22.68,33.02,291.44,64.41,0
Soybean,29.54,30.88,24.39,87.5,1
Wheat,13.1,39.1,183.51,40.3,1
Wheat,50.42,27.06,21.5,34.57,0
Cotton,23.37,35.76,285.38,79.55,1
Rice,53.47,24.47,51.67,62.22,0
Rice,57.74,34.68,275.59,71.21,0
Soybean,46.78,19.09,7.51,33.12,0
Rice,22.47,33.38,167.0,79.67,1
Wheat,58.07,39.07,135.12,56.52,1
Wheat,38.21,34.83,133.43,87.72,1
Rice,33.11,38.85,82.46,77.87,0
Soybean,58.38,29.19,93.62,47.37,1
Rice,34.89,34.51,78.49,56.52,0
Rice,54.3,34.76,196.02,84.65,1
Maize,53.98,19.85,43.52,55.44,1
Cotton,28.2,23.12,51.79,40.93,1
Rice,56.15,23.74,180.93,86.95,0
Rice,49.29,37.46,271.66,42.71,0
Maize,37.45,36.3,74.97,55.99,1
Cotton,34.52,15.82,259.03,84.65,0
Wheat,31.28,20.84,236.04,32.69,0
Cotton,49.15,19.82,272.3,61.92,0
Cotton,37.03,27.91,294.68,81.57,1
Cotton,47.44,35.48,30.71,70.09,1
Cotton,27.36,27.94,10.65,85.7,0
Cotton,17.5,22.53,168.6,58.52,0
Soybean,21.53,23.69,186.11,40.76,0
Soybean,10.45,17.46,201.77,52.73,0
Soybean,40.04,36.56,279.67,84.12,0
Soybean,56.77,15.94,128.4,44.28,1
Soybean,21.53,23.69,186.11,40.76,0
Soybean,24.89,39.32,191.9,44.94,1
Cotton,42.28,25.36,245.97,84.06,0
Soybean,36.75,29.13,227.88,84.25,1
Maize,54.56,25.42,144.11,80.89,0
Wheat,55.24,19.44,113.67,63.78,0
Soybean,10.61,31.97,159.28,75.23,1
Cotton,44.29,22.05,136.07,74.18,0
Rice,22.58,15.55,281.87,82.35,1
Cotton,40.26,26.83,14.13,64.14,0
Soybean,26.02,27.25,218.84,83.26,0
Soybean,12.62,35.03,199.89,49.26,0
Soybean,35.23,34.37,21.67,70.78,1
Wheat,31.75,17.87,286.93,65.0,0
Wheat,20.45,22.81,67.05,60.49,1
Wheat,54.19,19.14,281.06,74.08,1
Rice,42.26,23.77,189.7,81.76,1
Wheat,24.23,23.78,79.24,77.98,0
Wheat,38.26,32.74,252.63,39.71,0
Wheat,43.32,25.23,29.82,81.21,1
Wheat,12.01,27.47,122.18,72.93,0
Soybean,36.22,35.18,216.93,80.68,1
Cotton,17.09,27.85,13.07,76.06,1
Wheat,58.07,39.07,135.12,56.52,1
Maize,48.96,35.34,239.19,38.29,1
Soybean,33.66,26.69,0.33,42.48,0
Soybean,33.86,35.63,244.55,52.06,1
Wheat,22.86,17.19,236.5,31.27,0
Wheat,58.68,34.68,194.3,49.46,0
Wheat,36.58,16.09,183.78,48.37,0
Soybean,24.8,32.59,112.66,53.69,0
Soybean,19.6,25.51,13.73,60.12,0
Rice,37.4,23.13,250.93,38.0,0
Soybean,54.41,18.43,42.32,56.18,1
Rice,27.65,32.8,171.08,46.68,0
Cotton,52.31,38.93,250.41,40.09,0
Rice,53.65,33.62,234.66,68.34,0
Wheat,29.42,25.31,139.87,71.74,0
Maize,35.48,35.72,57.93,50.13,1
Cotton,39.49,23.54,246.14,89.01,0
Wheat,41.01,31.52,100.89,54.62,0
Maize,33.86,19.77,143.09,83.5,1
Maize,36.37,33.28,74.89,38.15,0
Cotton,55.05,35.33,221.53,50.92,0
Cotton,35.4,27.03,185.67,70.94,0
Soybean,11.88,15.36,22.12,53.59,1
Rice,38.02,35.27,148.63,64.04,0
Cotton,10.28,18.79,241.1,85.14,1
Maize,13.27,17.11,222.82,75.76,0
Soybean,28.61,28.23,53.23,54.24,0
Maize,59.82,23.6,57.19,66.47,0
Cotton,28.27,26.44,31.6,45.36,1
Maize,16.73,39.56,40.31,73.24,0
Rice,55.66,32.17,119.8,81.08,0
Soybean,57.25,24.83,19.02,83.02,1
Cotton,50.14,22.84,217.4,32.16,1
Wheat,15.74,26.74,126.28,65.71,0
Maize,24.41,23.18,121.44,89.35,1
Cotton,55.84,26.76,61.47,38.5,1
Wheat,55.56,17.76,159.27,59.25,0
Wheat,42.4,37.05,93.64,79.38,0
Cotton,39.31,31.89,157.72,39.33,1
Maize,34.94,30.4,80.8,78.98,0
Rice,12.99,38.78,42.29,75.08,0
Soybean,44.9,18.54,134.38,70.14,1
Wheat,41.43,28.9,123.12,46.89,1
Rice,50.19,24.18,61.97,49.67,1
Soybean,36.48,38.75,188.82,75.12,1
Soybean,53.15,19.09,15.62,65.62,1
Maize,44.62,28.63,18.6,38.27,0
Cotton,22.13,33.59,20.73,68.53,0
Wheat,23.41,19.0,291.94,34.99,0
Wheat,32.75,26.04,3.81,37.49,1
Maize,15.97,32.82,231.45,76.95,1
Cotton,44.36,30.46,168.83,30.71,1
Maize,40.23,17.97,190.36,37.14,0
Maize,55.54,16.84,56.99,83.09,1
Wheat,44.4,35.95,270.02,35.84,1
Soybean,34.24,39.59,13.77,58.72,0
Wheat,19.31,30.73,282.98,59.48,1
Maize,32.91,38.37,66.76,74.19,0
Wheat,21.7,39.77,124.99,42.84,0
Wheat,31.04,37.98,61.05,75.87,1
Soybean,46.78,19.09,7.51,33.12,0
Maize,44.58,22.27,245.72,72.16,1
Cotton,28.97,17.78,225.78,55.76,1
Soybean,30.14,31.49,115.06,32.81,0
Rice,26.16,28.52,72.95,51.58,0
Rice,33.51,34.21,162.8,50.93,1
Wheat,10.53,33.67,88.77,86.38,1
Wheat,24.23,23.78,79.24,77.98,0
Rice,39.29,17.54,251.08,63.51,0
Cotton,30.37,31.01,23.28,57.08,1
Wheat,59.37,28.42,11.72,48.34,0
Wheat,53.11,21.37,201.88,70.87,0
Soybean,15.85,19.16,223.52,88.74,1
Rice,24.52,25.28,201.21,35.58,0
Soybean,27.26,37.51,160.86,56.4,0
Soybean,40.39,34.93,61.23,84.76,1
Cotton,17.35,38.66,71.83,86.6,0
Wheat,41.07,38.92,97.33,59.66,1
Rice,35.32,34.01,185.26,51.45,1
Maize,54.57,16.47,148.59,40.16,1
Cotton,11.41,17.96,144.84,85.35,1
Soybean,31.81,29.87,34.91,72.17,0
Wheat,19.04,28.85,108.86,30.28,0
Wheat,45.83,32.67,83.47,74.45,1
Maize,16.22,25.97,33.07,71.14,1
Soybean,39.54,17.92,212.79,32.29,0
Cotton,19.3,17.61,125.3,35.54,0
Maize,52.55,27.33,109.73,87.47,1
Soybean,59.63,29.23,270.22,84.51,1
Soybean,14.81,24.32,23.29,44.71,0
Wheat,37.73,30.73,168.27,56.73,1
Rice,18.34,25.64,168.2,84.03,1
Wheat,20.45,22.81,67.05,60.49,1
Cotton,55.61,34.36,88.82,80.71,0
Maize,22.92,28.71,132.14,65.11,0
Maize,29.49,35.23,158.41,84.3,1
Soybean,43.21,39.7,244.17,69.21,1
Cotton,15.51,27.12,90.38,81.06,0
Wheat,46.72,20.01,285.01,81.68,0
Rice,53.28,24.1,260.35,48.96,1
Wheat,26.69,37.25,17.9,57.54,1
Wheat,27.48,25.29,63.46,57.63,0
Cotton,34.52,31.76,125.24,80.82,1
Soybean,24.12,28.55,194.72,34.52,0
Rice,58.05,34.18,129.69,31.14,1
Cotton,47.3,22.26,150.12,57.4,0
Cotton,10.89,17.02,209.7,83.46,0
Rice,49.2,31.22,98.9,41.8,0
Rice,19.09,36.38,19.13,85.14,1
Cotton,36.35,26.17,277.45,57.85,1
Rice,44.39,21.43,110.55,83.1,0
Rice,26.76,19.39,39.27,86.52,1
Soybean,38.37,25.78,169.42,85.89,0
Wheat,35.89,38.69,166.01,72.37,1
Maize,34.08,36.99,298.89,44.33,1
Cotton,24.62,18.63,84.98,73.02,1
Wheat,37.26,31.84,12.69,77.23,1
Cotton,10.72,38.14,163.08,66.39,0
Maize,29.82,19.37,187.66,68.08,0
Cotton,46.96,18.61,211.94,39.83,0
Rice,26.57,27.33,28.34,34.9,0
Soybean,38.7,36.41,64.41,71.64,1
Wheat,56.48,17.3,173.35,62.87,1
Soybean,54.09,17.58,248.12,50.35,1
Maize,59.82,23.6,57.19,66.47,0
Cotton,37.72,26.48,141.2,48.5,0
Rice,28.43,24.4,278.33,54.33,1
Rice,38.02,35.27,148.63,64.04,0
Cotton,52.14,31.26,37.54,83.02,0
Rice,51.33,39.07,16.46,79.19,1
Maize,26.36,37.98,185.56,77.18,1
Soybean,47.02,18.83,164.22,43.08,1
Cotton,18.37,20.63,194.66,76.2,1
Maize,41.59,21.08,87.93,66.99,1
Cotton,46.42,15.93,289.99,73.86,1
Cotton,47.68,21.01,126.29,44.06,0
Soybean,55.78,37.54,202.09,62.0,0
Rice,50.35,15.62,240.99,74.28,1
Cotton,26.51,26.95,113.19,62.07,1
Soybean,36.88,30.61,193.39,74.28,1
Wheat,41.04,24.95,50.79,58.4,1
Rice,20.76,28.06,256.95,81.45,0
Maize,34.75,21.24,255.59,36.73,1
Rice,34.41,15.51,0.12,48.53,0
Rice,42.82,24.0,266.68,89.33,1
Cotton,25.46,23.09,200.94,59.02,1
Wheat,41.39,39.02,1.13,62.99,0
Rice,23.08,16.61,118.13,53.81,1
Rice,33.28,18.9,205.84,89.99,1
Cotton,31.04,38.7,191.98,71.54,0
Soybean,17.68,18.09,181.41,63.22,0
Soybean,35.52,34.96,240.92,65.42,0
Wheat,47.83,30.05,276.4,67.11,1
Soybean,31.82,29.4,35.65,58.85,0
Wheat,39.18,39.65,282.48,43.5,0
Rice,14.01,28.27,279.62,70.0,0
Cotton,12.83,28.09,3.8,49.2,1
Maize,22.13,22.33,267.75,66.81,0
Wheat,44.67,32.62,209.14,43.6,1
Rice,18.81,28.16,215.04,58.72,0
Maize,51.32,25.12,61.04,40.1,1
Soybean,30.71,34.36,221.1,40.44,0
Rice,49.54,36.11,139.62,44.36,1
Cotton,54.72,33.91,253.29,69.63,0
Wheat,52.9,37.75,18.88,68.01,1
Rice,55.66,32.17,119.8,81.08,0
Wheat,36.37,38.82,201.11,41.06,1
Maize,43.17,17.87,26.13,37.33,1
Rice,18.31,40.0,67.17,46.7,1
Soybean,29.6,37.23,177.35,73.27,1
Soybean,38.33,26.45,120.88,35.5,0
Rice,12.66,34.52,119.42,45.94,1
Rice,35.35,28.83,60.49,60.39,1
Soybean,43.46,27.76,93.9,55.93,0
Wheat,25.83,29.77,296.67,83.08,1
Rice,34.04,39.03,259.86,64.31,1
Soybean,29.89,31.84,106.36,64.37,1
Cotton,34.99,37.16,81.61,46.58,1
Soybean,41.35,16.37,188.57,68.68,1
Rice,13.48,34.05,172.97,55.41,1
Rice,37.64,19.84,66.42,62.65,0
Soybean,21.18,28.41,20.25,40.69,1
Soybean,38.25,33.05,171.87,79.35,0
Soybean,16.54,23.03,80.43,59.8,1
Wheat,30.14,24.04,199.99,78.91,0
Maize,52.17,36.41,198.08,65.87,0
Wheat,50.22,35.54,255.99,79.61,0
Maize,41.73,27.0,138.2,88.85,0
Maize,42.22,19.28,285.61,47.03,1
Soybean,53.15,19.09,15.62,65.62,1
Rice,56.49,22.69,299.94,80.14,1
Cotton,18.15,29.43,65.33,80.31,1
Cotton,29.27,23.41,183.7,57.93,0
Maize,43.39,35.68,213.75,78.78,0
Soybean,30.21,34.33,242.48,49.41,1
Wheat,34.51,32.94,255.31,78.17,0
Maize,17.5,29.47,97.8,75.07,1
Maize,25.09,26.73,47.62,49.28,0
Soybean,35.56,27.18,1.84,64.06,1
Cotton,24.62,18.63,84.98,73.02,1
Wheat,49.46,31.82,23.78,74.16,1
Wheat,35.89,15.59,229.53,57.91,0
Maize,59.76,34.49,194.65,42.07,0
Maize,17.8,28.32,222.18,35.19,0
Cotton,43.94,17.94,150.58,48.12,1
Cotton,44.58,29.02,118.29,88.4,1
Rice,17.85,21.52,187.66,73.76,1
Rice,57.34,22.78,62.82,49.26,0
Cotton,10.28,18.79,241.1,85.14,1
Cotton,43.06,24.59,293.75,30.05,1
Rice,30.58,15.28,243.8,38.06,1
Wheat,22.55,21.36,248.94,48.38,1
Soybean,15.85,19.16,223.52,88.74,1
Soybean,39.33,27.94,264.8,44.3,0
Soybean,50.75,22.0,263.86,87.5,1
Maize,39.8,38.88,103.87,82.05,1
Soybean,57.02,31.73,40.84,88.48,1
Cotton,53.7,24.49,89.56,69.1,0
Maize,32.28,30.98,208.06,75.42,1
Cotton,56.26,24.86,30.41,56.16,1
Maize,52.55,27.33,109.73,87.47,1
Maize,44.94,22.76,208.87,89.6,1
Rice,32.24,26.21,16.99,48.79,0
Soybean,59.9,26.99,251.14,80.7,1
Cotton,22.72,22.72,299.0,84.78,0
Wheat,35.1,31.89,24.27,73.45,0
Cotton,30.74,15.83,221.94,49.31,1
Maize,52.55,27.33,109.73,87.47,1
Soybean,58.1,28.73,265.58,45.57,1
Soybean,36.88,30.61,193.39,74.28,1
Rice,57.15,36.33,63.28,38.86,1
Wheat,46.23,23.87,138.71,49.06,0
Rice,28.81,25.28,222.25,82.89,1
Wheat,38.64,24.82,39.63,36.3,0
Cotton,30.37,31.01,23.28,57.08,1
Soybean,54.1,38.73,196.54,85.97,0
Rice,41.08,16.48,264.5,57.76,0
Rice,24.85,21.48,271.5,69.8,1
Rice,41.76,28.33,113.37,81.53,1
Rice,39.52,30.59,16.58,36.48,0
Wheat,59.8,18.85,89.79,71.19,1
Maize,20.64,34.92,225.2,86.63,0
Soybean,34.78,18.6,108.02,88.48,0
Wheat,19.21,22.66,108.27,69.08,1
Wheat,42.51,19.44,278.49,67.69,1
Cotton,34.51,39.34,140.27,52.04,0
Maize,27.2,28.07,149.36,77.63,1
Soybean,38.7,36.41,64.41,71.64,1
Wheat,25.89,34.56,96.54,32.53,0
Rice,17.76,36.39,270.09,63.95,0
Rice,57.4,15.15,101.2,35.09,0
Maize,43.61,25.66,205.5,71.43,1
Wheat,59.8,18.85,89.79,71.19,1
Wheat,19.31,30.73,282.98,59.48,1
Rice,38.94,18.52,148.15,53.75,1
Soybean,38.37,25.78,169.42,85.89,0
Rice,49.2,31.22,98.9,41.8,0
Cotton,40.29,25.97,267.21,86.48,1
Rice,14.92,27.97,37.4,56.47,1
Soybean,10.07,22.21,117.08,51.28,0
Wheat,57.83,35.59,182.73,48.36,0
Rice,30.17,25.26,223.1,79.61,1
Soybean,45.19,23.25,24.03,35.37,0
Wheat,32.88,22.86,158.08,51.23,1
Wheat,56.79,33.68,47.79,35.83,1
Soybean,10.37,31.97,238.82,49.73,1
Maize,32.28,20.3,221.79,45.11,0
Soybean,57.36,38.2,117.07,52.66,0
Rice,51.76,39.93,215.48,47.99,1
Soybean,30.18,25.59,247.15,64.88,0
Rice,27.34,29.18,230.81,59.04,1
Rice,51.3,26.66,72.27,70.13,0
Cotton,18.43,17.42,261.08,60.2,0
Soybean,40.47,29.95,225.55,46.62,1
Soybean,17.39,23.98,65.88,49.12,0
Soybean,32.65,19.84,271.77,57.29,0
Rice,24.29,17.36,178.09,71.51,0
Rice,13.04,15.09,15.12,86.91,0
Soybean,29.6,37.23,177.35,73.27,1
Maize,14.6,24.35,129.58,60.74,0
Cotton,11.81,33.31,87.64,69.85,0
Cotton,12.88,34.15,293.64,80.65,0
Maize,17.75,16.13,104.54,85.71,1
Wheat,23.96,38.1,224.45,76.99,0
Rice,34.22,16.58,44.49,68.34,1
Cotton,29.68,27.48,90.86,64.99,1
Rice,12.4,30.91,59.66,84.75,1
Cotton,43.02,16.15,30.65,64.46,1
Maize,10.05,27.29,176.32,31.46,1
Rice,49.84,20.23,198.76,88.26,0
Rice,12.32,20.14,78.27,40.13,0
Cotton,14.79,33.8,201.61,43.81,0
Cotton,48.16,34.26,17.37,52.35,1
Cotton,38.06,33.6,261.3,35.27,0
Rice,39.88,21.19,100.73,33.16,0
Soybean,25.92,23.1,66.82,53.06,1
Rice,23.93,27.96,248.85,30.93,1
Wheat,33.05,37.32,295.35,78.01,0
Rice,31.33,27.76,115.07,68.37,0
Soybean,58.39,23.68,200.74,54.61,1
Cotton,30.46,34.87,148.85,44.41,1
Cotton,12.98,21.36,285.55,85.54,0
Cotton,24.09,19.53,203.9,47.41,0
Wheat,43.56,22.97,243.43,63.18,1
Wheat,46.23,28.06,52.97,85.5,0
Rice,44.12,15.47,142.25,30.6,0
Rice,39.1,31.06,53.25,45.97,0
Soybean,26.89,33.0,40.34,31.81,1
Rice,24.29,17.36,178.09,71.51,0
Cotton,29.27,23.41,183.7,57.93,0
Maize,11.1,31.75,9.29,78.97,1
Soybean,52.48,32.45,156.7,61.79,0
Wheat,15.95,36.23,111.01,31.0,1
Maize,38.75,22.36,141.69,40.28,0
Rice,16.08,32.96,246.12,58.11,0
Soybean,50.81,20.76,28.49,67.74,0
Soybean,21.25,25.72,53.77,70.22,0
Cotton,23.37,35.76,285.38,79.55,1
Rice,52.26,39.33,280.24,72.99,1
Wheat,21.71,18.85,271.56,73.22,1
Rice,56.88,38.78,75.84,59.85,0
Maize,23.68,35.38,111.44,76.28,0
Soybean,19.6,25.51,13.73,60.12,0
Soybean,16.54,23.03,80.43,59.8,1
Wheat,10.19,30.52,184.59,46.01,0
Soybean,53.02,17.26,254.15,72.73,1
Rice,16.04,36.78,248.95,61.34,1
Wheat,30.58,21.62,164.36,40.78,0
Rice,17.86,28.55,262.92,56.83,0
Soybean,58.65,27.54,148.0,53.31,0
Wheat,50.81,17.19,147.0,65.93,1
Cotton,54.36,38.74,175.84,41.64,1
Cotton,24.66,29.79,48.59,32.62,1
Rice,17.32,20.76,252.83,78.75,0
Cotton,27.36,27.94,10.65,85.7,0
Wheat,45.83,32.67,83.47,74.45,1
Soybean,30.18,25.59,247.15,64.88,0
Rice,21.29,30.81,66.51,58.95,0
Maize,38.72,32.22,45.91,34.91,1
Soybean,57.36,38.2,117.07,52.66,0
Maize,53.85,32.03,2.5,43.48,0
Soybean,46.51,21.33,256.43,47.51,1
Cotton,43.46,38.28,28.27,62.13,1
Wheat,48.37,33.93,272.09,81.65,0
Maize,32.15,32.08,63.18,37.22,0
Rice,49.86,23.53,237.13,77.7,0
Rice,57.27,18.98,137.07,70.56,0
Soybean,19.21,34.98,96.3,51.06,0
Soybean,10.47,26.37,280.79,81.99,0
Maize,43.61,25.66,205.5,71.43,1
Cotton,57.67,22.85,194.76,83.36,1
Cotton,48.67,21.89,259.95,48.75,1
Wheat,44.71,22.55,1.52,61.92,1
Soybean,47.83,25.12,210.96,68.52,1
Wheat,39.81,36.31,275.88,73.96,0
Rice,39.82,28.42,287.04,87.95,1
Rice,37.76,39.97,19.55,80.58,1
Cotton,37.72,26.48,141.2,48.5,0
Wheat,17.1,19.73,49.72,33.53,0
Cotton,56.23,33.47,292.23,52.99,0
Cotton,19.31,16.15,231.64,64.78,1
Rice,14.83,15.32,259.27,55.21,0
Wheat,54.81,18.96,120.94,38.47,0
Wheat,52.84,19.68,20.34,61.59,0
Soybean,45.4,35.64,37.86,50.35,0
Rice,27.71,31.75,61.91,86.99,1
Wheat,49.46,31.82,23.78,74.16,1
Wheat,35.87,30.21,174.57,89.71,0
